,route,IATA_O,IATA_D,HH_ISO_D,region_D,HH_ISO_O,region_O,LegHH_ISO,LegRegion,Origin,Destination,fixRoute_1,Leg_fixRoute_1,fixRoute_2,Leg_fixRoute_2,fixRoute_3,Leg_fixRoute_3
19454,SAW-ATH,SAW,ATH,GRC,Europe,TUR,Asia,TUR-GRC,Asia-Europe,SAW,ATH,SAW->ATH,1,SAW->ATH,1,SAW->ATH,1
19455,SAW-GVA,SAW,GVA,CHE,Europe,TUR,Asia,TUR-CHE,Asia-Europe,SAW,GVA,SAW->GVA,1,SAW->GVA,1,SAW->GVA,1
19456,SAW-ZAG,SAW,ZAG,HRV,Europe,TUR,Asia,TUR-HRV,Asia-Europe,SAW,ZAG,SAW->AMS->ZAG,2,SAW->MUC->ZAG,2,SAW->VIE->ZAG,2
19457,SAW-BUD,SAW,BUD,HUN,Europe,TUR,Asia,TUR-HUN,Asia-Europe,SAW,BUD,SAW->BUD,1,SAW->BUD,1,SAW->BUD,1
19458,SAW-EDI,SAW,EDI,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,EDI,SAW->TXL->EDI,2,SAW->MXP->EDI,2,SAW->CDG->EDI,2
19459,SAW-EMA,SAW,EMA,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,EMA,SAW->MXP->EMA,2,SAW->LGG->EMA,2,SAW->MXP->EMA,2
19460,SAW-WAW,SAW,WAW,POL,Europe,TUR,Asia,TUR-POL,Asia-Europe,SAW,WAW,SAW->TXL->WAW,2,SAW->BUD->WAW,2,SAW->DUS->WAW,2
19461,SAW-CPH,SAW,CPH,DNK,Europe,TUR,Asia,TUR-DNK,Asia-Europe,SAW,CPH,SAW->CPH,1,SAW->CPH,1,SAW->CPH,1
19462,SAW-ORY,SAW,ORY,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,ORY,SAW->ORY,1,SAW->ORY,1,SAW->ORY,1
19463,SAW-STN,SAW,STN,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,STN,SAW->STN,1,SAW->STN,1,SAW->STN,1
19464,SAW-BHX,SAW,BHX,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,BHX,SAW->ZRH->BHX,2,SAW->BCN->BHX,2,SAW->ZRH->BHX,2
19465,SAW-LGG,SAW,LGG,BEL,Europe,TUR,Asia,TUR-BEL,Asia-Europe,SAW,LGG,SAW->LGG,1,SAW->LGG,1,SAW->LGG,1
19466,SAW-MMX,SAW,MMX,SWE,Europe,TUR,Asia,TUR-SWE,Asia-Europe,SAW,MMX,SAW->MXP->CGN->MMX,3,SAW->VIE->LGG->MMX,3,SAW->LGG->MMX,2
19467,SAW-ZIA,SAW,ZIA,RUS,Europe,TUR,Asia,TUR-RUS,Asia-Europe,SAW,ZIA,SAW->FRA->ALA->ZIA,3,SAW->OTP->SVO->ALA->ZIA,4,SAW->SXF->SVO->ALA->ZIA,4
19468,SAW-CGN,SAW,CGN,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,CGN,SAW->CGN,1,SAW->CGN,1,SAW->CGN,1
19469,SAW-RIX,SAW,RIX,LVA,Europe,TUR,Asia,TUR-LVA,Asia-Europe,SAW,RIX,SAW->VIE->RIX,2,SAW->HAM->RIX,2,SAW->MUC->RIX,2
19470,SAW-DUS,SAW,DUS,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,DUS,SAW->DUS,1,SAW->DUS,1,SAW->DUS,1
19471,SAW-TXL,SAW,TXL,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,TXL,SAW->TXL,1,SAW->TXL,1,SAW->TXL,1
19472,SAW-FAO,SAW,FAO,PRT,Europe,TUR,Asia,TUR-PRT,Asia-Europe,SAW,FAO,SAW->MUC->FAO,2,SAW->CGN->FAO,2,SAW->CGN->FAO,2
19473,SAW-GOT,SAW,GOT,SWE,Europe,TUR,Asia,TUR-SWE,Asia-Europe,SAW,GOT,SAW->CPH->GOT,2,SAW->MUC->GOT,2,SAW->CPH->GOT,2
19474,SAW-ALC,SAW,ALC,ESP,Europe,TUR,Asia,TUR-ESP,Asia-Europe,SAW,ALC,SAW->PRG->LGW->ALC,3,SAW->FRA->ALC,2,SAW->CPH->ALC,2
19475,SAW-SVQ,SAW,SVQ,ESP,Europe,TUR,Asia,TUR-ESP,Asia-Europe,SAW,SVQ,SAW->BGY->SVQ,2,SAW->CRL->SVQ,2,SAW->LGW->SVQ,2
19476,SAW-AGP,SAW,AGP,ESP,Europe,TUR,Asia,TUR-ESP,Asia-Europe,SAW,AGP,SAW->MUC->AGP,2,SAW->VIE->AGP,2,SAW->CRL->AGP,2
19477,SAW-CRL,SAW,CRL,BEL,Europe,TUR,Asia,TUR-BEL,Asia-Europe,SAW,CRL,SAW->CRL,1,SAW->CRL,1,SAW->CRL,1
19478,SAW-BGY,SAW,BGY,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,BGY,SAW->BGY,1,SAW->BGY,1,SAW->BGY,1
19479,SAW-SXF,SAW,SXF,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,SXF,SAW->SXF,1,SAW->SXF,1,SAW->SXF,1
19480,SAW-HAM,SAW,HAM,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,HAM,SAW->HAM,1,SAW->HAM,1,SAW->HAM,1
19481,SAW-CIA,SAW,CIA,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,CIA,SAW->BUD->CIA,2,SAW->BUD->CIA,2,SAW->OTP->CIA,2
19482,SAW-HER,SAW,HER,GRC,Europe,TUR,Asia,TUR-GRC,Asia-Europe,SAW,HER,SAW->DUS->HER,2,SAW->AMS->HER,2,SAW->AMS->HER,2
19483,SAW-MRS,SAW,MRS,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,MRS,SAW->MRS,1,SAW->MRS,1,SAW->MRS,1
19484,SAW-LIN,SAW,LIN,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,LIN,SAW->LGW->LIN,2,SAW->DUS->LIN,2,SAW->ATH->LIN,2
19485,SAW-XRY,SAW,XRY,ESP,Europe,TUR,Asia,TUR-ESP,Asia-Europe,SAW,XRY,SAW->DUS->XRY,2,SAW->DUS->XRY,2,SAW->DUS->XRY,2
19486,SAW-EIN,SAW,EIN,NLD,Europe,TUR,Asia,TUR-NLD,Asia-Europe,SAW,EIN,SAW->STN->EIN,2,SAW->PRG->EIN,2,SAW->BGY->EIN,2
19487,SAW-HAJ,SAW,HAJ,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,HAJ,SAW->BCN->HAJ,2,SAW->BCN->HAJ,2,SAW->AMS->HAJ,2
19488,SAW-STR,SAW,STR,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,STR,SAW->STR,1,SAW->STR,1,SAW->STR,1
19489,SAW-LUX,SAW,LUX,LUX,Europe,TUR,Asia,TUR-LUX,Asia-Europe,SAW,LUX,SAW->CDG->LUX,2,SAW->CDG->LUX,2,SAW->MUC->LUX,2
19490,SAW-WMI,SAW,WMI,POL,Europe,TUR,Asia,TUR-POL,Asia-Europe,SAW,WMI,SAW->BGY->WMI,2,SAW->ATH->WMI,2,SAW->CRL->WMI,2
19491,SAW-POZ,SAW,POZ,POL,Europe,TUR,Asia,TUR-POL,Asia-Europe,SAW,POZ,SAW->CPH->POZ,2,SAW->CPH->POZ,2,SAW->CPH->POZ,2
19492,SAW-NUE,SAW,NUE,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,NUE,SAW->VIE->NUE,2,SAW->VIE->NUE,2,SAW->BUD->NUE,2
19493,SAW-DRS,SAW,DRS,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,DRS,SAW->AMS->DRS,2,SAW->ZRH->DRS,2,SAW->AMS->DRS,2
19494,SAW-GDN,SAW,GDN,POL,Europe,TUR,Asia,TUR-POL,Asia-Europe,SAW,GDN,SAW->OTP->ATH->LTN->GDN,4,SAW->ZRH->LTN->GDN,3,SAW->BUD->NYO->GDN,3
19495,SAW-BOH,SAW,BOH,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,BOH,SAW->MUC->AGP->BOH,3,SAW->VIE->AGP->BOH,3,SAW->CDG->AGP->BOH,3
19496,SAW-BOD,SAW,BOD,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,BOD,SAW->AMS->BOD,2,SAW->STN->BOD,2,SAW->MAD->BOD,2
19497,SAW-IEV,SAW,IEV,UKR,Europe,TUR,Asia,TUR-UKR,Asia-Europe,SAW,IEV,SAW->VIE->IEV,2,SAW->VIE->IEV,2,SAW->MUC->VIE->IEV,3
19498,SAW-PIK,SAW,PIK,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,PIK,SAW->GVA->AGP->PIK,3,SAW->GVA->AGP->PIK,3,SAW->DUS->AGP->PIK,3
19499,SAW-AOI,SAW,AOI,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,AOI,SAW->STN->AOI,2,SAW->STN->AOI,2,SAW->SXF->STN->AOI,3
19500,SAW-BRE,SAW,BRE,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,BRE,SAW->BUD->STN->BRE,3,SAW->ZRH->BRE,2,SAW->ZRH->BRE,2
19501,SAW-TLL,SAW,TLL,EST,Europe,TUR,Asia,TUR-EST,Asia-Europe,SAW,TLL,SAW->CPH->TLL,2,SAW->CPH->TLL,2,SAW->ARN->TLL,2
19502,SAW-LYS,SAW,LYS,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,LYS,SAW->LYS,1,SAW->LYS,1,SAW->LYS,1
19503,SAW-TLS,SAW,TLS,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,TLS,SAW->FCO->TLS,2,SAW->GVA->TLS,2,SAW->CRL->TLS,2
19504,SAW-QPA,SAW,QPA,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,QPA,SAW->MUC->QPA,2,SAW->MUC->QPA,2,SAW->FRA->QPA,2
19505,SAW-GLA,SAW,GLA,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,GLA,SAW->FRA->GLA,2,SAW->FRA->GLA,2,SAW->SXF->GLA,2
19506,SAW-MXP,SAW,MXP,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,MXP,SAW->MXP,1,SAW->MXP,1,SAW->MXP,1
19507,SAW-JER,SAW,JER,JEY,Europe,TUR,Asia,TUR-JEY,Asia-Europe,SAW,JER,SAW->LGW->JER,2,SAW->PRG->LTN->JER,3,SAW->AMS->LTN->JER,3
19508,SAW-FLR,SAW,FLR,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,FLR,SAW->MUC->FLR,2,SAW->FRA->FLR,2,SAW->MUC->FLR,2
19509,SAW-GRZ,SAW,GRZ,AUT,Europe,TUR,Asia,TUR-AUT,Asia-Europe,SAW,GRZ,SAW->ZRH->GRZ,2,SAW->FRA->GRZ,2,SAW->ZRH->GRZ,2
19510,SAW-BRI,SAW,BRI,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,BRI,SAW->MUC->BRI,2,SAW->MUC->BRI,2,SAW->BUD->BRI,2
19511,SAW-PEG,SAW,PEG,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,PEG,SAW->STN->PEG,2,SAW->STN->PEG,2,SAW->STN->PEG,2
19512,SAW-LJU,SAW,LJU,SVN,Europe,TUR,Asia,TUR-SVN,Asia-Europe,SAW,LJU,SAW->FRA->LJU,2,SAW->STN->LJU,2,SAW->FRA->LJU,2
19513,SAW-NCL,SAW,NCL,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,NCL,SAW->FRA->DUB->NCL,3,SAW->ORY->DUB->NCL,3,SAW->ZRH->AMS->NCL,3
19514,SAW-FNC,SAW,FNC,PRT,Europe,TUR,Asia,TUR-PRT,Asia-Europe,SAW,FNC,SAW->LGW->FNC,2,SAW->LGW->FNC,2,SAW->LGW->FNC,2
19515,SAW-CWL,SAW,CWL,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,CWL,SAW->TXL->AMS->CWL,3,SAW->AMS->CWL,2,SAW->AMS->CWL,2
19516,SAW-NOC,SAW,NOC,IRL,Europe,TUR,Asia,TUR-IRL,Asia-Europe,SAW,NOC,SAW->STN->NOC,2,SAW->LGW->NOC,2,SAW->CPH->LTN->NOC,3
19517,SAW-LED,SAW,LED,RUS,Europe,TUR,Asia,TUR-RUS,Asia-Europe,SAW,LED,SAW->MUC->LED,2,SAW->MUC->LED,2,SAW->HAM->LED,2
19518,SAW-LBA,SAW,LBA,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,LBA,SAW->AMS->LBA,2,SAW->BUD->AMS->LBA,3,SAW->CDG->DUB->LBA,3
19519,SAW-IOM,SAW,IOM,IMN,Europe,TUR,Asia,TUR-IMN,Asia-Europe,SAW,IOM,SAW->MUC->DUB->IOM,3,SAW->LGW->IOM,2,SAW->LYS->DUB->IOM,3
19520,SAW-NWI,SAW,NWI,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,NWI,SAW->AMS->NWI,2,SAW->AMS->NWI,2,SAW->AMS->NWI,2
19521,SAW-VKO,SAW,VKO,RUS,Europe,TUR,Asia,TUR-RUS,Asia-Europe,SAW,VKO,SAW->BUD->VKO,2,SAW->BUD->VKO,2,SAW->TXL->VKO,2
19522,SAW-ORK,SAW,ORK,IRL,Europe,TUR,Asia,TUR-IRL,Asia-Europe,SAW,ORK,SAW->TXL->CDG->ORK,3,SAW->STN->ORK,2,SAW->AMS->ORK,2
19523,SAW-BTS,SAW,BTS,SVK,Europe,TUR,Asia,TUR-SVK,Asia-Europe,SAW,BTS,SAW->STN->BTS,2,SAW->STN->BTS,2,SAW->STN->BTS,2
19524,SAW-SEN,SAW,SEN,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,SEN,SAW->AMS->SEN,2,SAW->AMS->SEN,2,SAW->CGN->FAO->SEN,3
19525,SAW-RTM,SAW,RTM,NLD,Europe,TUR,Asia,TUR-NLD,Asia-Europe,SAW,RTM,SAW->FRA->LCY->RTM,3,SAW->TXL->AGP->RTM,3,SAW->GVA->LCY->RTM,3
19526,SAW-GOA,SAW,GOA,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,GOA,SAW->STN->GOA,2,SAW->MUC->GOA,2,SAW->MUC->GOA,2
19527,SAW-GCI,SAW,GCI,GGY,Europe,TUR,Asia,TUR-GGY,Asia-Europe,SAW,GCI,SAW->PRG->LGW->GCI,3,SAW->LGW->GCI,2,SAW->LGW->GCI,2
19528,SAW-WRO,SAW,WRO,POL,Europe,TUR,Asia,TUR-POL,Asia-Europe,SAW,WRO,SAW->HAM->STN->WRO,3,SAW->LGG->STN->WRO,3,SAW->OTP->LTN->WRO,3
19530,SAW-BMA,SAW,BMA,SWE,Europe,TUR,Asia,TUR-SWE,Asia-Europe,SAW,BMA,SAW->LYS->BRU->BMA,3,SAW->VIE->BRU->BMA,3,SAW->ZRH->BRU->BMA,3
19532,SAW-CCF,SAW,CCF,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,CCF,SAW->STN->CCF,2,SAW->CRL->CCF,2,SAW->CRL->CCF,2
19533,SAW-ANR,SAW,ANR,BEL,Europe,TUR,Asia,TUR-BEL,Asia-Europe,SAW,ANR,SAW->ORY->DUB->SEN->ANR,4,SAW->AMS->SEN->ANR,3,SAW->AMS->SEN->ANR,3
19534,SAW-TRD,SAW,TRD,NOR,Europe,TUR,Asia,TUR-NOR,Asia-Europe,SAW,TRD,SAW->CPH->TRD,2,SAW->ARN->TRD,2,SAW->CPH->TRD,2
19535,SAW-FMM,SAW,FMM,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,FMM,SAW->CGN->STN->FMM,3,SAW->STN->FMM,2,SAW->STN->FMM,2
19536,SAW-TKU,SAW,TKU,FIN,Europe,TUR,Asia,TUR-FIN,Asia-Europe,SAW,TKU,SAW->ZRH->ARN->TKU,3,SAW->ARN->TKU,2,SAW->ARN->TKU,2
19537,SAW-BHD,SAW,BHD,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,BHD,SAW->MXP->AMS->BHD,3,SAW->AMS->BHD,2,SAW->AMS->BHD,2
19538,SAW-DTM,SAW,DTM,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,DTM,SAW->OTP->DTM,2,SAW->SXF->LTN->DTM,3,SAW->OTP->DTM,2
19539,SAW-ZAZ,SAW,ZAZ,ESP,Europe,TUR,Asia,TUR-ESP,Asia-Europe,SAW,ZAZ,SAW->BUD->STN->ZAZ,3,SAW->STN->ZAZ,2,SAW->STN->ZAZ,2
19540,SAW-HUY,SAW,HUY,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,HUY,SAW->AMS->HUY,2,SAW->HAM->AMS->HUY,3,SAW->AMS->HUY,2
19541,SAW-KIR,SAW,KIR,IRL,Europe,TUR,Asia,TUR-IRL,Asia-Europe,SAW,KIR,SAW->ATH->LTN->KIR,3,SAW->ZRH->LTN->KIR,3,SAW->CPH->LTN->KIR,3
19542,SAW-TMP,SAW,TMP,FIN,Europe,TUR,Asia,TUR-FIN,Asia-Europe,SAW,TMP,SAW->ARN->TMP,2,SAW->ARN->TMP,2,SAW->ARN->TMP,2
19543,SAW-RNS,SAW,RNS,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,RNS,SAW->AMS->SEN->RNS,3,SAW->AMS->SEN->RNS,3,SAW->CPH->AMS->SEN->RNS,4
19544,SAW-LBG,SAW,LBG,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,LBG,SAW->ORY->GVA->LBG,3,SAW->GVA->LBG,2,SAW->GVA->LBG,2
19545,SAW-NRN,SAW,NRN,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,NRN,SAW->FRA->AGP->NRN,3,SAW->STN->AGP->NRN,3,SAW->CDG->AGP->NRN,3
19546,SAW-GRQ,SAW,GRQ,NLD,Europe,TUR,Asia,TUR-NLD,Asia-Europe,SAW,GRQ,SAW->AMS->SEN->GRQ,3,SAW->AMS->SEN->GRQ,3,SAW->AMS->SEN->GRQ,3
19547,SAW-CSF,SAW,CSF,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,CSF,SAW->CRL->CIA->CSF,3,SAW->BUD->CIA->CSF,3,SAW->SXF->CIA->CSF,3
19548,SAW-MPL,SAW,MPL,FRA,Europe,TUR,Asia,TUR-FRA,Asia-Europe,SAW,MPL,SAW->LGW->MPL,2,SAW->LGW->MPL,2,SAW->VIE->LGW->MPL,3
19549,SAW-XFW,SAW,XFW,DEU,Europe,TUR,Asia,TUR-DEU,Asia-Europe,SAW,XFW,SAW->MUC->TLS->XFW,3,SAW->OTP->FCO->TLS->XFW,4,SAW->BUD->FRA->TLS->XFW,4
19550,SAW-MHQ,SAW,MHQ,FIN,Europe,TUR,Asia,TUR-FIN,Asia-Europe,SAW,MHQ,SAW->CGN->ARN->MHQ,3,SAW->ARN->MHQ,2,SAW->ARN->MHQ,2
19551,SAW-BDS,SAW,BDS,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,BDS,SAW->GVA->BDS,2,SAW->GVA->BDS,2,SAW->GVA->BDS,2
19552,SAW-VBS,SAW,VBS,ITA,Europe,TUR,Asia,TUR-ITA,Asia-Europe,SAW,VBS,SAW->LGW->VBS,2,SAW->ZRH->LGW->VBS,3,SAW->LGW->VBS,2
19553,SAW-FAB,SAW,FAB,GBR,Europe,TUR,Asia,TUR-GBR,Asia-Europe,SAW,FAB,SAW->GVA->LBG->FAB,3,SAW->GVA->LBG->FAB,3,SAW->GVA->LBG->FAB,3
19554,SAW-SNN,SAW,SNN,IRL,Europe,TUR,Asia,TUR-IRL,Asia-Europe,SAW,SNN,SAW->LGW->SNN,2,SAW->BUD->LHR->SNN,3,SAW->LGW->SNN,2
19555,EDI-ZRH,EDI,ZRH,CHE,Europe,GBR,Europe,GBR-CHE,Europe-Europe,EDI,ZRH,EDI->BRU->ZRH,2,EDI->BRU->ZRH,2,EDI->AMS->ZRH,2
19556,EDI-FRA,EDI,FRA,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,FRA,EDI->FRA,1,EDI->FRA,1,EDI->FRA,1
19557,EDI-CDG,EDI,CDG,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,EDI,CDG,EDI->CDG,1,EDI->CDG,1,EDI->CDG,1
19558,EDI-GRU,EDI,GRU,BRA,Americas,GBR,Europe,GBR-BRA,Europe-Americas,EDI,GRU,EDI->BCN->GRU,2,EDI->AMS->GRU,2,EDI->MXP->GRU,2
19559,EDI-LAX,EDI,LAX,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,LAX,EDI->TXL->LGW->LAX,3,EDI->AMS->LAX,2,EDI->CDG->LAX,2
19560,EDI-EZE,EDI,EZE,ARG,Americas,GBR,Europe,GBR-ARG,Europe-Americas,EDI,EZE,EDI->MAD->EZE,2,EDI->FRA->EZE,2,EDI->FRA->EZE,2
19561,EDI-SJC,EDI,SJC,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,SJC,EDI->OSL->LHR->SJC,3,EDI->DUB->LHR->SJC,3,EDI->AMS->LHR->SJC,3
19562,EDI-SFO,EDI,SFO,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,SFO,EDI->FRA->SFO,2,EDI->FRA->SFO,2,EDI->DUB->SFO,2
19563,EDI-PHX,EDI,PHX,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,PHX,EDI->BRU->LHR->PHX,3,EDI->DUB->LHR->PHX,3,EDI->DUB->LHR->PHX,3
19564,EDI-SAN,EDI,SAN,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,SAN,EDI->FRA->SAN,2,EDI->FRA->SAN,2,EDI->FRA->SAN,2
19565,EDI-VIE,EDI,VIE,AUT,Europe,GBR,Europe,GBR-AUT,Europe-Europe,EDI,VIE,EDI->MUC->VIE,2,EDI->BRU->VIE,2,EDI->CPH->VIE,2
19566,EDI-ORD,EDI,ORD,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,ORD,EDI->AMS->ORD,2,EDI->DUB->ORD,2,EDI->DUB->ORD,2
19567,EDI-HHR,EDI,HHR,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,HHR,EDI->MUC->HHR,2,EDI->FRA->HHR,2,EDI->FRA->HHR,2
19568,EDI-MSP,EDI,MSP,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,MSP,EDI->CDG->MSP,2,EDI->OSL->KEF->MSP,3,EDI->DUB->LHR->MSP,3
19569,EDI-JFK,EDI,JFK,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,JFK,EDI->JFK,1,EDI->JFK,1,EDI->JFK,1
19570,EDI-AMS,EDI,AMS,NLD,Europe,GBR,Europe,GBR-NLD,Europe-Europe,EDI,AMS,EDI->AMS,1,EDI->AMS,1,EDI->AMS,1
19571,EDI-YYZ,EDI,YYZ,CAN,Americas,GBR,Europe,GBR-CAN,Europe-Americas,EDI,YYZ,EDI->CPH->YYZ,2,EDI->ORK->LGW->YYZ,3,EDI->FRA->YYZ,2
19572,EDI-LAS,EDI,LAS,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,LAS,EDI->ORK->LGW->LAS,3,EDI->CDG->LHR->LAS,3,EDI->BRU->LHR->LAS,3
19573,EDI-BOM,EDI,BOM,IND,Asia,GBR,Europe,GBR-IND,Europe-Asia,EDI,BOM,EDI->FRA->BOM,2,EDI->MUC->BOM,2,EDI->CDG->BOM,2
19574,EDI-YVR,EDI,YVR,CAN,Americas,GBR,Europe,GBR-CAN,Europe-Americas,EDI,YVR,EDI->FRA->YVR,2,EDI->FRA->YVR,2,EDI->AMS->YVR,2
19575,EDI-BWN,EDI,BWN,BRN,Asia,GBR,Europe,GBR-BRN,Europe-Asia,EDI,BWN,EDI->HAM->LHR->BWN,3,EDI->AMS->LHR->BWN,3,EDI->HAM->LHR->BWN,3
19576,EDI-MAD,EDI,MAD,ESP,Europe,GBR,Europe,GBR-ESP,Europe-Europe,EDI,MAD,EDI->MAD,1,EDI->MAD,1,EDI->MAD,1
19577,EDI-SEA,EDI,SEA,USA,Americas,GBR,Europe,GBR-USA,Europe-Americas,EDI,SEA,EDI->AMS->SEA,2,EDI->CDG->SEA,2,EDI->FRA->SEA,2
19578,EDI-FCO,EDI,FCO,ITA,Europe,GBR,Europe,GBR-ITA,Europe-Europe,EDI,FCO,EDI->FRA->FCO,2,EDI->CPH->FCO,2,EDI->FRA->FCO,2
19579,EDI-YYC,EDI,YYC,CAN,Americas,GBR,Europe,GBR-CAN,Europe-Americas,EDI,YYC,EDI->AMS->YYC,2,EDI->FRA->YYC,2,EDI->FRA->YYC,2
19580,EDI-YUL,EDI,YUL,CAN,Americas,GBR,Europe,GBR-CAN,Europe-Americas,EDI,YUL,EDI->MUC->YUL,2,EDI->GVA->YUL,2,EDI->GVA->YUL,2
19581,EDI-LIS,EDI,LIS,PRT,Europe,GBR,Europe,GBR-PRT,Europe-Europe,EDI,LIS,EDI->CPH->LIS,2,EDI->AMS->LIS,2,EDI->BCN->LIS,2
19582,EDI-SVO,EDI,SVO,RUS,Europe,GBR,Europe,GBR-RUS,Europe-Europe,EDI,SVO,EDI->ARN->SVO,2,EDI->OSL->HEL->SVO,3,EDI->FRA->SVO,2
19583,EDI-KUL,EDI,KUL,MYS,Asia,GBR,Europe,GBR-MYS,Europe-Asia,EDI,KUL,EDI->CPH->LHR->KUL,3,EDI->AMS->KUL,2,EDI->TXL->AMS->KUL,3
19584,EDI-DOH,EDI,DOH,QAT,Asia,GBR,Europe,GBR-QAT,Europe-Asia,EDI,DOH,EDI->DOH,1,EDI->DOH,1,EDI->DOH,1
19585,EDI-DEL,EDI,DEL,IND,Asia,GBR,Europe,GBR-IND,Europe-Asia,EDI,DEL,EDI->FRA->DEL,2,EDI->AMS->DEL,2,EDI->MUC->DEL,2
19586,EDI-DEL,EDI,DEL,IND,Asia,GBR,Europe,GBR-IND,Europe-Asia,EDI,DEL,EDI->FRA->DEL,2,EDI->AMS->DEL,2,EDI->MUC->DEL,2
19587,EDI-HKG,EDI,HKG,HKG,Asia,GBR,Europe,GBR-HKG,Europe-Asia,EDI,HKG,EDI->AMS->HKG,2,EDI->FRA->HKG,2,EDI->CDG->LHR->HKG,3
19588,EDI-DXB,EDI,DXB,ARE,Asia,GBR,Europe,GBR-ARE,Europe-Asia,EDI,DXB,EDI->BRU->DXB,2,EDI->DXB,1,EDI->HAM->DXB,2
19589,EDI-MUC,EDI,MUC,DEU,Europe,GBR,Europe,GBR-DEU,Europe-Europe,EDI,MUC,EDI->MUC,1,EDI->MUC,1,EDI->MUC,1
19590,EDI-ALA,EDI,ALA,KAZ,Asia,GBR,Europe,GBR-KAZ,Europe-Asia,EDI,ALA,EDI->CDG->FRA->ALA,3,EDI->AMS->LED->ALA,3,EDI->CDG->LED->ALA,3
19591,EDI-BCN,EDI,BCN,ESP,Europe,GBR,Europe,GBR-ESP,Europe-Europe,EDI,BCN,EDI->BCN,1,EDI->BCN,1,EDI->BCN,1
